SN,ContractNo,Symbol,Buyer,Seller,Quantity,Rate,Amount
41521,2025050501005220,NESDO,32,77,20,"1,675.50","33,510"
41522,2025050501005219,NESDO,50,77,20,"1,675.90","33,518"
41523,2025050501005218,NESDO,1,77,10,"1,676","16,760"
41524,2025050501005217,GMLI,34,49,10,"2,331","23,310"
41525,2025050505004380,VLUCL,4,6,10,639.1,"6,391"
41526,2025050504011886,SPDL,7,17,10,385,"3,850"
41527,2025050504011885,SPDL,50,17,228,385,"87,780"
41528,2025050504011884,SPDL,33,17,100,385.1,"38,510"
41529,2025050501005216,GMLI,35,58,10,"2,330.60","23,306"
41530,2025050504011883,MEN,62,53,50,570,"28,500"
41531,2025050503002878,NMBMF,28,58,86,671,"57,706"
41532,2025050503002877,NMBMF,42,58,100,671,"67,100"
41533,2025050503002876,NMBMF,58,58,14,671.1,"9,395.40"
41534,2025050503002875,NMBMF,41,58,100,672,"67,200"
41535,2025050505004379,SAHAS,33,16,10,503,"5,030"
41536,2025050504011882,CHL,39,98,72,458,"32,976"
41537,2025050505004378,NIFRA,19,38,44,283,"12,452"
41538,2025050504011881,UMHL,81,60,315,495,"155,925"
41539,2025050501005215,SGHC,14,52,76,457.1,"34,739.60"
41540,2025050501005214,SGHC,19,52,90,460,"41,400"
41541,2025050505004377,NRIC,44,64,112,"1,234.20","138,230.40"
41542,2025050504011880,AHPC,63,72,203,290,"58,870"
41543,2025050504011879,AHPC,19,72,30,290,"8,700"
41544,2025050504011878,AHPC,14,72,300,290.1,"87,030"
41545,2025050503002874,WNLB,40,39,20,"2,547.10","50,942"
41546,2025050504011877,API,45,42,72,301.2,"21,686.40"
41547,2025050501005213,RFPL,70,42,70,559.5,"39,165"
41548,2025050504011876,UPCL,32,6,100,361.9,"36,190"
41549,2025050505004376,HRL,33,60,437,982.1,"429,177.70"
41550,2025050505004375,HRL,91,60,533,982.2,"523,512.60"
41551,2025050505004374,HRL,38,60,30,982.3,"29,469"
41552,2025050504011875,IGI,58,7,20,551,"11,020"
41553,2025050505004373,NRN,6,98,10,"2,080","20,800"
41554,2025050505004372,NRN,84,98,100,"2,080","208,000"
41555,2025050505004371,NRN,26,98,100,"2,080","208,000"
41556,2025050505004370,NRN,66,98,84,"2,080","174,720"
41557,2025050505004369,NRN,58,98,100,"2,081","208,100"
41558,2025050505004368,NRN,58,98,500,"2,082","1,041,000"
41559,2025050505004367,NRN,5,98,100,"2,083","208,300"
41560,2025050504011874,RADHI,39,11,160,687,"109,920"
41561,2025050501005212,GMLI,35,40,10,"2,330.60","23,306"
41562,2025050501005211,ADBL,22,35,100,280,"28,000"
41563,2025050504011873,BARUN,63,58,361,555.4,"200,499.40"
41564,2025050504011872,BARUN,3,58,439,555.5,"243,864.50"
41565,2025050504011871,BARUN,42,58,200,555.6,"111,120"
41566,2025050504011870,HURJA,50,35,928,253.2,"234,969.60"
41567,2025050504011869,HURJA,57,35,"1,000",253.3,"253,300"
41568,2025050504011868,HURJA,78,35,"1,000",253.3,"253,300"
41569,2025050504011867,HURJA,6,35,50,253.3,"12,665"
41570,2025050504011866,HURJA,50,35,100,253.3,"25,330"
41571,2025050504011865,HURJA,59,35,"1,000",253.4,"253,400"
41572,2025050504011864,HURJA,78,35,872,253.4,"220,964.80"
41573,2025050504011863,HURJA,6,35,50,253.5,"12,675"
41574,2025050501005210,MANDU,37,26,10,872,"8,720"
41575,2025050501005209,SBI,49,66,13,380.2,"4,942.60"
41576,2025050501005208,SBI,14,66,30,380.2,"11,406"
41577,2025050501005207,SBI,48,66,102,380.2,"38,780.40"
41578,2025050505004366,NIFRA,19,45,36,283,"10,188"
41579,2025050505004365,NIFRA,78,45,18,283.1,"5,095.80"
41580,2025050504011862,NGPL,57,58,50,365.1,"18,255"
41581,2025050501005206,MEHL,42,52,100,499,"49,900"
41582,2025050504011861,HPPL,42,35,500,581.3,"290,650"
41583,2025050504011860,RIDI,51,32,10,260,"2,600"
41584,2025050504011859,RIDI,57,32,100,260,"26,000"
41585,2025050504011858,RIDI,49,32,200,260,"52,000"
41586,2025050503002873,SWMF,35,16,11,683.7,"7,520.70"
41587,2025050504011857,HURJA,49,61,11,255,"2,805"
41588,2025050504011856,HURJA,49,11,79,254.9,"20,137.10"
41589,2025050504011855,HURJA,49,58,10,254.8,"2,548"
41590,2025050504011854,NGPL,58,91,10,365.5,"3,655"
41591,2025050505004364,NRIC,44,75,500,"1,234.20","617,100"
41592,2025050505004363,SLCF,48,58,200,9.65,"1,930"
41593,2025050504011853,GHL,10,59,730,257,"187,610"
41594,2025050501005205,NMIC,53,45,10,"1,678.70","16,787"
41595,2025050501005204,SNLI,78,6,10,482.1,"4,821"
41596,2025050505004362,NIFRA,78,35,200,283.1,"56,620"
41597,2025050503002872,NFS,49,58,15,616,"9,240"
41598,2025050503002871,SAPDBL,57,38,10,900,"9,000"
41599,2025050501005203,RFPL,70,21,85,559.5,"47,557.50"
41600,2025050501005202,RFPL,77,21,10,559.6,"5,596"
41601,2025050501005201,RFPL,45,21,115,559.7,"64,365.50"
41602,2025050504011852,RADHI,39,16,340,687.9,"233,886"
41603,2025050504011851,RADHI,39,13,100,687.9,"68,790"
41604,2025050504011850,RADHI,39,45,10,687.5,"6,875"
41605,2025050504011849,RADHI,39,51,50,687.4,"34,370"
41606,2025050504011848,NGPL,57,57,100,365.1,"36,510"
41607,2025050501005200,PRVU,52,35,10,198,"1,980"
41608,2025050505004361,CHDC,69,98,10,"2,552.10","25,521"
41609,2025050504011847,RIDI,57,25,500,260.5,"130,250"
41610,2025050505004360,RNLI,49,52,20,498,"9,960"
41611,2025050505004359,RNLI,32,52,100,498,"49,800"
41612,2025050505004358,RNLI,55,52,14,498,"6,972"
41613,2025050505004357,RNLI,19,52,20,498.1,"9,962"
41614,2025050505004356,RNLI,8,52,18,498.2,"8,967.60"
41615,2025050505004355,ILI,89,25,10,452,"4,520"
41616,2025050505004354,ILI,10,25,14,452,"6,328"
41617,2025050505004353,NIFRA,45,38,10,283.2,"2,832"
41618,2025050501005199,KSY,42,42,100,8.78,878
41619,2025050504011846,UPCL,32,16,755,362,"273,310"
41620,2025050501005198,NWCL,26,22,10,931,"9,310"
41621,2025050501005197,PRVU,52,6,21,198,"4,158"
41622,2025050503002870,FOWAD,91,37,20,"1,066","21,320"
41623,2025050501005196,SPC,4,39,330,536,"176,880"
41624,2025050501005195,SPC,49,39,100,536.5,"53,650"
41625,2025050501005194,SPC,14,39,250,537,"134,250"
41626,2025050501005193,SPC,56,39,20,537,"10,740"
41627,2025050501005192,SRLI,48,16,11,403.2,"4,435.20"
41628,2025050505004352,NSIF2,28,22,"1,000",10.32,"10,320"
41629,2025050501005191,SGHC,19,14,10,460,"4,600"
41630,2025050501005190,HIDCLP,25,34,10,214.1,"2,141"
41631,2025050501005189,GMLI,35,58,10,"2,330.60","23,306"
41632,2025050504011845,SGIC,84,32,"1,567",550,"861,850"
41633,2025050504011844,SGIC,21,32,"2,000",550,"1,100,000"
41634,2025050504011843,SGIC,39,32,160,550,"88,000"
41635,2025050504011842,SGIC,45,32,200,550.1,"110,020"
41636,2025050504011841,SGIC,34,32,30,550.2,"16,506"
41637,2025050504011840,SGIC,36,32,269,550.2,"148,003.80"
41638,2025050504011839,SGIC,41,32,25,550.3,"13,757.50"
41639,2025050504011838,SGIC,7,32,500,550.3,"275,150"
41640,2025050504011837,SGIC,14,32,50,550.4,"27,520"
41641,2025050504011836,SGIC,50,32,199,550.4,"109,529.60"
41642,2025050503002869,SINDU,72,33,10,958.9,"9,589"
41643,2025050504011835,CHL,39,98,928,458,"425,024"
41644,2025050501005188,NBL,42,42,261,246.5,"64,336.50"
41645,2025050501005187,NBL,42,16,479,246.5,"118,073.50"
41646,2025050501005186,NBL,42,22,200,246.2,"49,240"
41647,2025050501005185,NBL,42,58,60,246,"14,760"
41648,2025050504011834,API,34,22,32,301.1,"9,635.20"
41649,2025050503002868,SLBBL,58,55,10,818,"8,180"
41650,2025050503002867,MATRI,68,42,10,"1,175.50","11,755"
41651,2025050504011833,SPIL,57,48,10,795,"7,950"
41652,2025050504011832,SPIL,52,48,30,795.5,"23,865"
41653,2025050504011831,SPIL,43,48,70,796.1,"55,727"
41654,2025050504011830,SPIL,14,48,30,796.2,"23,886"
41655,2025050504011829,SPIL,5,48,104,796.2,"82,804.80"
41656,2025050501005184,USHL,57,80,150,643.5,"96,525"
41657,2025050501005183,USHL,6,80,100,643.7,"64,370"
41658,2025050501005182,USHL,58,80,10,645.1,"6,451"
41659,2025050501005181,USHL,34,80,40,645.1,"25,804"
41660,2025050501005180,USHL,50,80,120,645.2,"77,424"
41661,2025050505004351,HIDCL,49,22,100,305,"30,500"
41662,2025050503002866,MLBL,38,40,30,369.9,"11,097"
41663,2025050503002865,MLBL,38,44,100,369.8,"36,980"
41664,2025050503002864,MLBL,38,54,70,369.5,"25,865"
41665,2025050505004350,CHDC,69,39,10,"2,540","25,400"
41666,2025050504011828,RADHI,39,34,11,687,"7,557"
41667,2025050504011827,RADHI,94,34,222,687,"152,514"
41668,2025050503002863,SJLIC,41,6,10,427.1,"4,271"
41669,2025050505004349,NIFRA,78,35,46,283.1,"13,022.60"
41670,2025050505004348,NIFRA,35,35,42,283.2,"11,894.40"
41671,2025050505004347,NIFRA,34,35,812,283.2,"229,958.40"
41672,2025050504011826,SHPC,43,48,200,583.5,"116,700"
41673,2025050504011825,SHPC,43,84,350,583,"204,050"
41674,2025050504011824,SHPC,43,57,100,583,"58,300"
41675,2025050504011823,SHPC,43,36,100,583,"58,300"
41676,2025050504011822,SHPC,43,16,200,582.9,"116,580"
41677,2025050501005179,KBL,36,20,125,195.1,"24,387.50"
41678,2025050501005178,KBL,6,20,30,195.1,"5,853"
41679,2025050501005177,KBL,50,20,"1,000",195.1,"195,100"
41680,2025050501005176,KBL,17,20,"5,000",195.1,"975,500"
41681,2025050501005175,KBL,38,20,100,195.1,"19,510"
41682,2025050501005174,KBL,38,20,300,195.1,"58,530"
41683,2025050501005173,KBL,45,20,400,195.1,"78,040"
41684,2025050501005172,KBL,40,20,"1,156",195.1,"225,535.60"
41685,2025050501005171,KBL,57,20,500,195.2,"97,600"
41686,2025050501005170,KBL,43,20,150,195.2,"29,280"
41687,2025050501005169,KBL,38,20,50,195.2,"9,760"
41688,2025050501005168,KBL,57,20,"1,000",195.3,"195,300"
41689,2025050501005167,KBL,38,20,39,195.3,"7,616.70"
41690,2025050504011821,NGPL,62,45,10,365,"3,650"
41691,2025050504011820,UMHL,62,60,100,495,"49,500"
41692,2025050504011819,UMHL,53,60,"1,000",495,"495,000"
41693,2025050504011818,UMHL,42,60,200,495,"99,000"
41694,2025050504011817,UMHL,58,60,30,495,"14,850"
41695,2025050504011816,UMHL,14,60,400,495,"198,000"
41696,2025050504011815,UMHL,35,60,10,495,"4,950"
41697,2025050504011814,UMHL,38,60,80,495,"39,600"
41698,2025050504011813,UMHL,42,60,530,495.1,"262,403"
41699,2025050505004346,SONA,38,6,10,458.2,"4,582"
41700,2025050504011812,NGPL,58,57,200,365.7,"73,140"
41701,2025050504011811,NGPL,58,8,200,365.7,"73,140"
41702,2025050504011810,TRH,58,52,10,914,"9,140"
41703,2025050501005166,NIBLGF,57,43,"1,000",8.8,"8,800"
41704,2025050505004345,CHDC,66,39,35,"2,540","88,900"
41705,2025050505004344,CHDC,66,39,60,"2,540","152,400"
41706,2025050505004343,CHDC,66,39,35,"2,540","88,900"
41707,2025050505004342,CHDC,66,39,23,"2,540","58,420"
41708,2025050505004341,CHDC,66,39,32,"2,540","81,280"
41709,2025050505004340,CHDC,66,39,27,"2,540","68,580"
41710,2025050505004339,CHDC,39,39,27,"2,540","68,580"
41711,2025050504011809,NGPL,62,39,251,365,"91,615"
41712,2025050505004338,CHDC,66,98,21,"2,552.10","53,594.10"
41713,2025050501005165,BHL,45,14,10,219,"2,190"
41714,2025050505004337,GCIL,45,6,23,507,"11,661"
41715,2025050504011808,SGIC,50,6,10,550.4,"5,504"
41716,2025050504011807,API,34,28,87,301,"26,187"
41717,2025050501005164,NIMBPO,8,56,"1,000",155.2,"155,200"
41718,2025050504011806,API,34,33,"2,500",301,"752,500"
41719,2025050504011805,DHPL,43,52,100,332.5,"33,250"
41720,2025050504011804,DHPL,94,52,10,332.6,"3,326"
41721,2025050504011803,DHPL,45,52,10,332.9,"3,329"
41722,2025050504011802,RADHI,58,34,20,687,"13,740"
41723,2025050504011801,HDHPC,26,35,50,201.5,"10,075"
41724,2025050501005163,BHL,52,14,100,219,"21,900"
41725,2025050503002862,GBBL,20,32,456,388,"176,928"
41726,2025050505004336,SMJC,58,58,10,525.5,"5,255"
41727,2025050503002861,SLBBL,62,39,10,811.1,"8,111"
41728,2025050504011800,NGPL,80,8,100,365.7,"36,570"
41729,2025050503002860,SKBBL,32,8,1,774.2,774.2
41730,2025050501005162,RFPL,45,57,700,559.7,"391,790"
41731,2025050504011799,AKPL,62,16,11,244.3,"2,687.30"
41732,2025050501005161,HIDCLP,25,33,10,214.1,"2,141"
41733,2025050504011798,API,34,6,101,301,"30,401"
41734,2025050504011797,API,48,6,77,301.1,"23,184.70"
41735,2025050503002859,PMLI,28,6,12,543,"6,516"
41736,2025050504011796,RHPL,59,39,100,390,"39,000"
41737,2025050504011795,RHPL,59,39,600,390.2,"234,120"
41738,2025050501005160,NIMBPO,8,56,809,155.2,"125,556.80"
41739,2025050501005159,NIMBPO,53,56,200,155.3,"31,060"
41740,2025050503002858,CFCL,3,45,650,542,"352,300"
41741,2025050503002857,CFCL,3,21,350,541.8,"189,630"
41742,2025050504011794,HEI,34,41,50,570,"28,500"
41743,2025050504011793,SPDL,50,95,72,385,"27,720"
41744,2025050504011792,SPDL,34,95,398,386,"153,628"
41745,2025050504011791,SPDL,49,95,30,386.6,"11,598"
41746,2025050504011790,AHPC,42,58,50,290.5,"14,525"
41747,2025050504011789,RHPL,59,39,400,390.2,"156,080"
41748,2025050504011788,RHPL,19,39,300,390.6,"117,180"
41749,2025050504011787,RADHI,39,34,"1,200",687,"824,400"
41750,2025050501005158,NICA,53,4,10,346,"3,460"
41751,2025050504011786,GLH,26,38,"1,768",266.7,"471,525.60"
41752,2025050504011785,GLH,26,81,20,266,"5,320"
41753,2025050504011784,GLH,26,48,10,265,"2,650"
41754,2025050504011783,GLH,26,49,10,265,"2,650"
41755,2025050504011782,GLH,26,35,10,265,"2,650"
41756,2025050504011781,GLH,26,57,10,265,"2,650"
41757,2025050504011780,GLH,26,51,824,265,"218,360"
41758,2025050504011779,GLH,26,59,28,264.5,"7,406"
41759,2025050504011778,GLH,26,6,220,264.5,"58,190"
41760,2025050504011777,GLH,26,19,100,264,"26,400"
41761,2025050501005157,ADBL,22,16,11,280,"3,080"
41762,2025050501005156,GMLI,35,35,10,"2,330.60","23,306"
41763,2025050504011776,NGPL,58,8,700,365.7,"255,990"
41764,2025050504011775,NGPL,58,94,300,365.7,"109,710"
41765,2025050505004335,MEL,49,6,10,308,"3,080"
41766,2025050505004334,HATHY,5,57,30,"1,290","38,700"
41767,2025050505004333,SHIVM,80,74,411,526.7,"216,473.70"
41768,2025050505004332,SHIVM,80,50,259,526.7,"136,415.30"
41769,2025050505004331,SHIVM,80,21,100,526,"52,600"
41770,2025050505004330,SHIVM,80,25,100,526,"52,600"
41771,2025050505004329,SHIVM,80,58,30,526,"15,780"
41772,2025050504011774,UPCL,58,49,500,363.7,"181,850"
41773,2025050501005155,BNHC,21,90,40,502,"20,080"
41774,2025050505004328,SONA,41,34,10,458.1,"4,581"
41775,2025050501005154,NABIL,32,41,20,478,"9,560"
41776,2025050501005153,BHL,58,14,150,219,"32,850"
41777,2025050504011773,RIDI,78,45,634,259.2,"164,332.80"
41778,2025050504011772,RIDI,16,45,100,259.3,"25,930"
41779,2025050504011771,RIDI,16,45,290,259.5,"75,255"
41780,2025050504011770,RIDI,42,45,201,259.6,"52,179.60"
41781,2025050504011769,RIDI,35,45,605,259.6,"157,058"
41782,2025050503002856,GBBL,20,32,850,388,"329,800"
41783,2025050503002855,GBBL,42,32,50,388,"19,400"
41784,2025050503002854,GBBL,82,32,100,389,"38,900"
41785,2025050504011768,NGPL,62,58,10,365,"3,650"
41786,2025050501005152,PCBL,45,39,50,232.4,"11,620"
41787,2025050501005151,PCBL,7,39,50,232.4,"11,620"
41788,2025050505004327,HATHY,5,49,70,"1,290","90,300"
41789,2025050505004326,HATHY,5,49,100,"1,290","129,000"
41790,2025050504011767,UPCL,32,29,150,362,"54,300"
41791,2025050504011766,RADHI,45,34,10,687,"6,870"
41792,2025050504011765,RADHI,46,34,37,687,"25,419"
41793,2025050501005150,PRVU,45,13,30,198,"5,940"
41794,2025050501005149,PRVU,54,13,234,198,"46,332"
41795,2025050505004325,MBJC,52,38,10,318.3,"3,183"
41796,2025050501005148,BGWT,53,68,669,921.4,"616,416.60"
41797,2025050501005147,SBI,48,66,143,380.2,"54,368.60"
41798,2025050504011764,RADHI,46,56,33,687,"22,671"
41799,2025050504011763,RADHI,62,56,50,687,"34,350"
41800,2025050504011762,RADHI,94,56,500,687,"343,500"
41801,2025050504011761,RADHI,56,56,117,687,"80,379"
41802,2025050503002853,PROFL,49,38,30,482.1,"14,463"
41803,2025050503002852,PROFL,6,38,470,483,"227,010"
41804,2025050504011760,NGPL,62,29,500,365,"182,500"
41805,2025050504011759,RHPL,16,55,30,391.1,"11,733"
41806,2025050504011758,GHL,36,59,100,257,"25,700"
41807,2025050505004324,NRM,44,43,10,458.7,"4,587"
41808,2025050504011757,AKJCL,11,42,"2,000",208.8,"417,600"
41809,2025050503002851,MFIL,14,42,80,583,"46,640"
41810,2025050503002850,MDB,57,94,20,600,"12,000"
41811,2025050505004323,NTC,62,78,50,876,"43,800"
41812,2025050505004322,NTC,46,78,10,876,"8,760"
41813,2025050505004321,NTC,51,78,25,876,"21,900"
41814,2025050505004320,NTC,58,78,430,876,"376,680"
41815,2025050505004319,NTC,32,78,173,876,"151,548"
41816,2025050505004318,NTC,58,78,10,876.2,"8,762"
41817,2025050505004317,NTC,42,78,13,876.2,"11,390.60"
41818,2025050505004316,NTC,48,78,617,876.3,"540,677.10"
41819,2025050501005146,HIDCLP,25,34,"1,000",214.1,"214,100"
41820,2025050503002849,SINDU,58,13,90,958,"86,220"
41821,2025050504011756,RADHI,56,96,469,687,"322,203"
41822,2025050504011755,RADHI,7,96,10,687.1,"6,871"
41823,2025050504011754,RADHI,60,96,271,687.1,"186,204.10"
41824,2025050505004315,SMJC,58,10,10,525.5,"5,255"
41825,2025050503002848,LBBL,98,4,545,384.1,"209,334.50"
41826,2025050503002847,SINDU,17,66,100,956,"95,600"
41827,2025050504011753,UPCL,32,56,95,362,"34,390"
41828,2025050504011752,UPCL,59,56,100,362,"36,200"
41829,2025050504011751,UPCL,58,56,375,362,"135,750"
41830,2025050504011750,UPCL,29,56,150,362.2,"54,330"
41831,2025050504011749,UPCL,29,56,200,362.3,"72,460"
41832,2025050505004314,NRN,66,17,66,"2,080","137,280"
41833,2025050505004313,NRN,36,17,10,"2,080","20,800"
41834,2025050505004312,NRN,21,17,28,"2,080","58,240"
41835,2025050505004311,NRN,58,17,100,"2,080","208,000"
41836,2025050505004310,NRN,22,17,"1,000","2,080","2,080,000"
41837,2025050505004309,NRN,59,17,100,"2,080","208,000"
41838,2025050505004308,NRN,16,17,100,"2,080","208,000"
41839,2025050505004307,NRN,6,17,72,"2,080","149,760"
41840,2025050505004306,NRN,7,17,100,"2,080.10","208,010"
41841,2025050505004305,NRN,59,17,10,"2,080.40","20,804"
41842,2025050505004304,NRN,58,17,14,"2,080.50","29,127"
41843,2025050504011748,NHPC,58,67,450,225.5,"101,475"
41844,2025050504011747,JOSHI,28,58,455,360.1,"163,845.50"
41845,2025050504011746,JOSHI,22,58,75,360.2,"27,015"
41846,2025050504011745,SHPC,48,26,"1,000",583,"583,000"
41847,2025050504011744,SHEL,26,17,200,267,"53,400"
41848,2025050501005145,SRLI,48,42,10,403.5,"4,035"
41849,2025050501005144,RFPL,45,4,75,559.7,"41,977.50"
41850,2025050504011743,LEC,34,21,45,219.1,"9,859.50"
41851,2025050505004303,NRIC,44,99,151,"1,234.20","186,364.20"
41852,2025050501005143,PPL,48,52,10,471,"4,710"
41853,2025050501005142,NIMB,13,22,224,202.6,"45,382.40"
41854,2025050501005141,NIMB,36,22,20,202.7,"4,054"
41855,2025050501005140,SMHL,69,6,10,974,"9,740"
41856,2025050501005139,SANIMA,28,16,"1,000",301.5,"301,500"
41857,2025050501005138,SANIMA,34,16,200,301.7,"60,340"
41858,2025050504011742,NGPL,38,33,"1,756",364,"639,184"
41859,2025050504011741,NGPL,43,33,300,364.2,"109,260"
41860,2025050504011740,NGPL,10,33,350,364.2,"127,470"
41861,2025050504011739,NGPL,37,33,160,364.2,"58,272"
41862,2025050504011738,NGPL,49,33,"1,434",364.3,"522,406.20"
41863,2025050504011737,UMHL,42,38,470,495.1,"232,697"
41864,2025050504011736,UMHL,67,38,530,495.1,"262,403"
41865,2025050504011735,SHEL,16,17,15,267,"4,005"
41866,2025050501005137,CREST,45,33,10,"1,387.80","13,878"
41867,2025050501005136,EHPL,83,38,10,595,"5,950"
41868,2025050503002846,CBBL,47,58,52,843,"43,836"
41869,2025050505004302,SONA,41,41,68,459,"31,212"
41870,2025050504011734,GHL,94,39,"1,000",256.1,"256,100"
41871,2025050504011733,LEC,34,42,40,219.1,"8,764"
41872,2025050504011732,UMHL,67,38,270,495.1,"133,677"
41873,2025050504011731,UMHL,48,38,500,495.2,"247,600"
41874,2025050504011730,UMHL,52,38,180,495.2,"89,136"
41875,2025050504011729,UMHL,45,38,50,495.3,"24,765"
41876,2025050505004301,PHCL,65,45,10,543.2,"5,432"
41877,2025050503002845,KMCDB,48,52,10,989.9,"9,899"
41878,2025050501005135,GMLI,26,22,10,"2,330.60","23,306"
41879,2025050504011728,NHPC,52,67,100,225.6,"22,560"
41880,2025050501005134,USHEC,42,6,19,532,"10,108"
41881,2025050504011727,RADHI,60,44,729,687.1,"500,895.90"
41882,2025050505004300,SAHAS,35,32,100,503.1,"50,310"
41883,2025050501005133,EBL,6,41,60,613.4,"36,804"
41884,2025050501005132,EBL,49,41,50,613.5,"30,675"
41885,2025050501005131,EBL,67,41,50,613.5,"30,675"
41886,2025050504011726,SHPC,18,26,10,583,"5,830"
41887,2025050504011725,SHPC,45,26,175,583,"102,025"
41888,2025050504011724,SHPC,45,45,75,583,"43,725"
41889,2025050505004299,STC,53,16,300,"5,050","1,515,000"
41890,2025050505004298,STC,57,16,10,"5,050","50,500"
41891,2025050505004297,STC,57,16,10,"5,055","50,550"
41892,2025050505004296,STC,66,16,10,"5,060","50,600"
41893,2025050504011723,NGPL,29,94,200,365.7,"73,140"
41894,2025050504011722,NGPL,29,65,100,365.6,"36,560"
41895,2025050504011721,NGPL,29,29,500,365,"182,500"
41896,2025050504011720,NGPL,29,34,800,365,"292,000"
41897,2025050505004295,GCIL,45,38,11,507,"5,577"
41898,2025050503002844,GBBL,51,45,2,381.4,762.8
41899,2025050504011719,AHPC,32,17,405,289.6,"117,288"
41900,2025050504011718,AHPC,36,17,60,289.6,"17,376"
41901,2025050504011717,AHPC,59,17,500,289.7,"144,850"
41902,2025050504011716,AHPC,59,17,500,289.7,"144,850"
41903,2025050504011715,AHPC,18,17,500,290,"145,000"
41904,2025050504011714,AHPC,4,17,35,290,"10,150"
41905,2025050503002843,GBBL,42,32,100,389.1,"38,910"
41906,2025050503002842,GBBL,43,32,144,389.1,"56,030.40"
41907,2025050501005130,PRVU,54,14,135,198,"26,730"
41908,2025050501005129,PRVU,38,14,115,198,"22,770"
41909,2025050505004294,CHDC,21,49,2,"2,540","5,080"
41910,2025050505004293,CHDC,21,3,68,"2,540","172,720"
41911,2025050505004292,CHDC,21,45,20,"2,540","50,800"
41912,2025050503002841,SAPDBL,34,38,40,900,"36,000"
41913,2025050503002840,SAPDBL,34,57,10,899,"8,990"
41914,2025050504011713,NHDL,88,14,10,737,"7,370"
41915,2025050504011712,PMHPL,78,14,900,307.6,"276,840"
41916,2025050504011711,PMHPL,29,14,100,307.6,"30,760"
41917,2025050505004291,MMF1,10,42,100,8.54,854
41918,2025050504011710,RIDI,35,91,250,259.6,"64,900"
